,participants,variables
3152,P04,-2.242116043273654
3153,P04,-2.0727126644286074
3154,P04,-2.019426115599458
3155,P04,-2.12392091518484
3156,P04,-2.42951427504282
3157,P04,-2.9408768817849875
3158,P04,-3.5947293030891103
3159,P04,-4.27108745522392
3160,P04,-4.872615689771592
3161,P04,-5.399897123088195
3162,P04,-5.833619659448303
3163,P04,-6.0871668802694785
3164,P04,-6.084948778974535
3165,P04,-5.841909609776209
3166,P04,-5.440200151961605
3167,P04,-4.967660078663172
3168,P04,-4.480379041253428
3169,P04,-4.035053956932941
3170,P04,-3.67689501791817
3171,P04,-3.424419489187386
3172,P04,-3.269078066348712
3173,P04,-3.1976358451597946
3174,P04,-3.227442557430493
3175,P04,-3.359042165578387
3176,P04,-3.5731519568418832
3177,P04,-3.8484900210558948
3178,P04,-4.1560999961147616
3179,P04,-4.4603123263305235
3180,P04,-4.7303077193173095
3181,P04,-4.933891037668246
3182,P04,-5.067410919164615
3183,P04,-5.16680480355663
3184,P04,-5.321887812977394
3185,P04,-5.610176663744085
3186,P04,-6.0926597550786
3187,P04,-6.776315832440474
3188,P04,-7.610940948446796
3189,P04,-8.519910985955264
3190,P04,-9.33945183200224
3191,P04,-9.870044349036078
3192,P04,-9.974047366694293
3193,P04,-9.618398575072206
3194,P04,-8.87311127460093
3195,P04,-7.924525493823879
3196,P04,-6.99807657506544
3197,P04,-6.350990384732057
3198,P04,-6.125618840177893
3199,P04,-6.395558499750123
3200,P04,-7.13339791516276
3201,P04,-8.248745988019763
3202,P04,-9.656240632468354
3203,P04,-11.32442006870022
3204,P04,-13.239707472567659
3205,P04,-15.35019141375156
3206,P04,-17.56926394081259
3207,P04,-19.67130230514158
3208,P04,-21.254681637237837
3209,P04,-22.05261003185629
3210,P04,-22.01055607479043
3211,P04,-21.33573321634239
3212,P04,-20.383862961460437
3213,P04,-19.40515242102822
3214,P04,-18.493414728977854
3215,P04,-17.677845970158998
3216,P04,-16.973494536281095
3217,P04,-16.409864584503197
3218,P04,-15.999757095114433
3219,P04,-15.720776849889347
3220,P04,-15.59203136239509
3221,P04,-15.603075489003032
3222,P04,-15.74441575724525
3223,P04,-9.97555288491985
3224,P04,-4.001386293691354
3225,P04,0.8703468411360973
3226,P04,4.606631249855951
3227,P04,7.22218834245443
3228,P04,8.713670069876912
3229,P04,9.06195723913379
3230,P04,8.220154975089628
3231,P04,7.348545068537746
3232,P04,-3.530395348374924
3233,P04,-4.927783861961856
3234,P04,-7.435180818498253
3235,P04,-10.916046609053538
3236,P04,-11.559423658100073
3237,P04,-11.808575851825339
3238,P04,-11.860253432226187
3239,P04,-11.615518536931418
3240,P04,-11.054633123922983
3241,P04,-10.249397308780402
3242,P04,-9.309313912100038
3243,P04,-8.34581718869687
3244,P04,-7.446424166743967
3245,P04,-6.680083364013001
3246,P04,-6.0764024365865765
3247,P04,-5.639150582907078
3248,P04,-5.349275395249535
3249,P04,-5.1669010496856345
3250,P04,-5.044316388724212
3251,P04,-4.953814256172649
3252,P04,-4.908641362065438
3253,P04,-4.912295369963104
3254,P04,-4.971024193480261
3255,P04,-5.091688307205885
3256,P04,-5.275689569904571
3257,P04,-5.513201410439336
3258,P04,-5.7892883095161665
3259,P04,-6.087287701826668
3260,P04,-6.3898155446237865
3261,P04,-6.686996568238129
3262,P04,-7.036676114483782
3263,P04,-7.515955292531601
3264,P04,-8.172124944733639
3265,P04,-8.924440422436234
3266,P04,-9.592585389477094
3267,P04,-10.0917020011602
3268,P04,-10.404727579565147
3269,P04,-10.521480588361982
3270,P04,-10.472317284217922
3271,P04,-10.314466361177608
3272,P04,-10.096970918102755
3273,P04,-9.855040223584297
3274,P04,-9.609905280004511
3275,P04,-9.37655254192265
3276,P04,-9.156667151766769
3277,P04,-8.955673570216447
3278,P04,-8.75528856934531
3279,P04,-8.541389058012456
3280,P04,-8.322588495497385
3281,P04,-8.130203108366615
3282,P04,-7.998102214294391
3283,P04,-7.929571201969864
3284,P04,-7.915887528697297
3285,P04,-7.941447121957296
3286,P04,-7.988812003489443
3287,P04,-8.054593350140763
3288,P04,-8.184224658211264
3289,P04,-8.449266709495689
3290,P04,-8.82830055448946
3291,P04,-9.213809415619181
3292,P04,-9.491145251850412
3293,P04,-9.583334236385724
3294,P04,-9.421640291926451
3295,P04,-8.962860529722434
3296,P04,-8.255016304540732
3297,P04,-7.3776001215593965
3298,P04,-6.502579191798759
3299,P04,-5.806266226085825
3300,P04,-5.47387482112606
3301,P04,-5.5753981919514075
3302,P04,-6.101733032178132
3303,P04,-6.947408729051119
3304,P04,-8.056917508970798
3305,P04,-9.411167328098415
3306,P04,-10.993190986871667
3307,P04,-12.741364157096925
3308,P04,-14.580611278508357
3309,P04,-16.35722143841545
3310,P04,-17.80456025881685
3311,P04,-18.693597284265678
3312,P04,-18.967607292911012
3313,P04,-18.712272366064298
3314,P04,-18.18394737190019
3315,P04,-17.543837170346208
3316,P04,-16.885301002301503
3317,P04,-16.28267966005761
3318,P04,-15.811211209848423
3319,P04,-15.49154547040186
3320,P04,-15.299923424043627
3321,P04,-15.21209789003565
3322,P04,-15.226132092906496
3323,P04,-15.353114666242433
3324,P04,-15.595110083759039
3325,P04,-10.791827362794564
3326,P04,-4.634152740155145
3327,P04,0.40946432400083665
3328,P04,4.276946043427088
3329,P04,6.9397467969976105
3330,P04,8.349365099590585
3331,P04,8.419978595927319
3332,P04,7.915984958841946
3333,P04,-2.611625950922587
3334,P04,-5.493867479051389
3335,P04,-8.970260578095946
3336,P04,-9.46691348329233
3337,P04,-10.010202167391327
3338,P04,-10.468200387419785
3339,P04,-10.70311009499008
3340,P04,-10.644360422279405
3341,P04,-10.308141276394835
3342,P04,-9.771958392464953
3343,P04,-9.12784633037083
3344,P04,-8.457094326765116
3345,P04,-7.83396033735356
3346,P04,-7.31783004133041
3347,P04,-6.924275708234703
3348,P04,-6.649983327302124
3349,P04,-6.466001552114676
3350,P04,-6.333005744117585
3351,P04,-6.218522111252909
3352,P04,-6.1059604924764415
3353,P04,-5.995782365599553
3354,P04,-5.909093170751262
3355,P04,-5.8922122014067355
3356,P04,-6.003972449137535
3357,P04,-6.2420555987832245
3358,P04,-6.571513005581949
3359,P04,-6.958992329283831
3360,P04,-7.414202514493937
3361,P04,-7.976811196919755
3362,P04,-8.609138811914562
3363,P04,-9.296862249205986
3364,P04,-9.918969647107986
3365,P04,-10.378801241870633
3366,P04,-10.69075253177374
3367,P04,-10.911601339516693
3368,P04,-11.099657390520903
3369,P04,-11.284646340433838
3370,P04,-11.480670107857165
3371,P04,-11.668524442166259
3372,P04,-11.81610127023474
3373,P04,-11.892825107633513
3374,P04,-11.874567360663988
3375,P04,-11.765249000039645
3376,P04,-11.58451966121558
3377,P04,-11.330733642556652
3378,P04,-10.993547389059827
3379,P04,-10.571378190316452
3380,P04,-10.052731975701306
3381,P04,-9.430829706335487
3382,P04,-8.71995094750406
3383,P04,-7.946536126816255
3384,P04,-7.149903241324324
3385,P04,-6.410884233864579
3386,P04,-5.84313167578938
3387,P04,-5.521263800494694
3388,P04,-5.472931291658824
3389,P04,-5.695201536938342
3390,P04,-6.142337014291158
3391,P04,-6.713812829487495
3392,P04,-7.292196989660681
3393,P04,-7.780425837831444
3394,P04,-8.102424384514649
3395,P04,-8.20408317457796
3396,P04,-8.108234065400694
3397,P04,-7.920444433378066
3398,P04,-7.802940291648554
3399,P04,-7.922051532916001
3400,P04,-8.377004076538043
3401,P04,-9.226822667157847
3402,P04,-10.414841567994074
3403,P04,-11.777599205055793
3404,P04,-13.20008045335598
3405,P04,-14.605109868410366
3406,P04,-15.977463591468734
3407,P04,-17.34279195981918
3408,P04,-18.826170947218415
3409,P04,-20.451821813923573
3410,P04,-22.089087964990895
3411,P04,-23.45304847058449
3412,P04,-24.291919325509355
3413,P04,-24.471207074062733
3414,P04,-23.973625659901245
3415,P04,-22.983661371273712
3416,P04,-21.801264482021935
3417,P04,-20.651475673617142
3418,P04,-19.6718846622301
3419,P04,-18.882155609681405
3420,P04,-18.253106517733073
3421,P04,-17.766275315355358
3422,P04,-17.42029772931562
3423,P04,-17.192895158623088
3424,P04,-17.043033624943277
3425,P04,-16.906710827996193
3426,P04,-13.832434457099069
3427,P04,-7.955771291996584
3428,P04,-3.225464181651745
3429,P04,0.2675199187982855
3430,P04,2.483870767852906
3431,P04,3.3504878381948515
3432,P04,2.793579526530479
3433,P04,1.9498233102024756
3434,P04,-1.6168921939988508
3435,P04,-5.124825331179082
3436,P04,-9.630188657414735
3437,P04,-10.739174083252465
3438,P04,-11.001668524286416
3439,P04,-11.250717765672405
3440,P04,-11.28615445925719
3441,P04,-11.008108164736797
3442,P04,-10.39136978126949
3443,P04,-9.49941212462393
3444,P04,-8.472081721131872
3445,P04,-7.467802394341561
3446,P04,-6.613233675285997
3447,P04,-5.973800681932772
3448,P04,-5.53692866548775
3449,P04,-5.240428266123587
3450,P04,-5.014761972655279
3451,P04,-4.810656591093448
3452,P04,-4.596010946493365
3453,P04,-4.356209759785784
3454,P04,-4.092954395848139
3455,P04,-3.8110702843736135
3456,P04,-3.517091015976604
3457,P04,-3.2300720335886552
3458,P04,-2.992467426926254
3459,P04,-2.8424612599511363
3460,P04,-2.8274971463062855
3461,P04,-2.952188524379096
3462,P04,-3.1658868285071833
3463,P04,-3.440510376917345
3464,P04,-3.8103183855581335
3465,P04,-4.28864445406559
3466,P04,-4.75784178004119
3467,P04,-5.103444643528178
3468,P04,-5.299154383379147
3469,P04,-5.37098165466773
3470,P04,-5.384533463979679
3471,P04,-5.396992627035786
3472,P04,-5.452074208431384
3473,P04,-5.561989700526794
3474,P04,-5.715006977340991
3475,P04,-5.885007042107063
3476,P04,-6.0333814569700195
3477,P04,-6.1321549109028695
3478,P04,-6.18271727401968
3479,P04,-6.210975142894881
3480,P04,-6.230208937196068
3481,P04,-6.249652915505919
3482,P04,-6.273075228063718
3483,P04,-6.326356088238455
3484,P04,-6.454353153679435
3485,P04,-6.669711137279776
3486,P04,-6.938878704156409
3487,P04,-7.22471292901416
3488,P04,-7.534006883780421
3489,P04,-7.887194933653376
3490,P04,-8.28286962522823
3491,P04,-8.694822654442262
3492,P04,-9.103272672762202
3493,P04,-9.487970109143191
3494,P04,-9.747272922703559
3495,P04,-9.757652315242694
3496,P04,-9.481566973484433
3497,P04,-8.925132686228466
3498,P04,-8.155477464012193
3499,P04,-7.3247082358165585
3500,P04,-6.594896987388154
3501,P04,-6.128938213928365
3502,P04,-6.035289503605142
3503,P04,-6.364420008057721
3504,P04,-7.105389477848433
3505,P04,-8.234217013200166
3506,P04,-9.755774357679229
3507,P04,-11.739407500119654
3508,P04,-14.191895668213846
3509,P04,-16.98969522033954
3510,P04,-19.833872406482143
3511,P04,-22.251999083534145
3512,P04,-23.743593374636205
3513,P04,-24.117377235785625
3514,P04,-23.526172472224587
3515,P04,-22.342260056518
3516,P04,-20.90813565044813
3517,P04,-19.392075846627876
3518,P04,-17.931574458102673
3519,P04,-16.65010802899893
3520,P04,-15.640161054225189
3521,P04,-14.936298363618121
3522,P04,-14.542227107008472
3523,P04,-14.47019389102367
3524,P04,-14.690866818025185
3525,P04,-15.145649895221808
3526,P04,-14.85302858034106
3527,P04,-8.205456662385288
3528,P04,-2.5767624203876807
3529,P04,1.9347474264570081
3530,P04,5.286907624266888
3531,P04,7.434328047850585
3532,P04,8.309978634267765
3533,P04,7.867843508550408
3534,P04,7.120756884699148
3535,P04,-3.2525789625393458
3536,P04,-6.39363603931389
3537,P04,-8.319864767276172
3538,P04,-8.563189727364815
3539,P04,-9.05132236519438
3540,P04,-9.629671777573833
3541,P04,-10.104555603450706
3542,P04,-10.317446492897446
3543,P04,-10.21794787893677
3544,P04,-9.842402286985461
3545,P04,-9.29125088124718
3546,P04,-8.708988686244709
3547,P04,-8.214109962059283
3548,P04,-7.876376694580571
3549,P04,-7.705219740807351
3550,P04,-7.66994186565546
3551,P04,-7.705371266202363
3552,P04,-7.7352646355780905
3553,P04,-7.70972039263394
3554,P04,-7.609789669810922
3555,P04,-7.428465012151889
3556,P04,-7.192543649098752
3557,P04,-6.922682863481526
3558,P04,-6.652953723070354
3559,P04,-6.451149724331387
3560,P04,-6.41287343377499
3561,P04,-6.618639979574809
3562,P04,-7.064678077533287
3563,P04,-7.675496165863919
3564,P04,-8.403247327629813
3565,P04,-9.182917603486004
3566,P04,-9.903906194783502
3567,P04,-10.44496430396039
3568,P04,-10.724918462083451
3569,P04,-10.741497376218675
3570,P04,-10.51795046013946
3571,P04,-10.069987111812424
3572,P04,-9.432927258766114
3573,P04,-8.667929962183266
3574,P04,-7.833940664497632
3575,P04,-6.97348620834093
3576,P04,-6.128951260610805
3577,P04,-5.336908022521499
3578,P04,-4.635034420297856
3579,P04,-4.091804112676073
3580,P04,-3.763302230133462
3581,P04,-3.682481027036289
3582,P04,-3.8419421597823344
3583,P04,-4.187379174480739
3584,P04,-4.652430572076398
3585,P04,-5.178684531268175
3586,P04,-5.713851926537231
3587,P04,-6.202438239685023
3588,P04,-6.638036722275416
3589,P04,-7.070962195303537
3590,P04,-7.543267402446759
3591,P04,-8.070322863896891
3592,P04,-8.621121060882984
3593,P04,-9.138832422461832
3594,P04,-9.526310225515061
3595,P04,-9.675883862227408
3596,P04,-9.553525330522177
3597,P04,-9.16984475250105
3598,P04,-8.593270851209297
3599,P04,-7.920500406398659
3600,P04,-7.2679470251844265
3601,P04,-6.764439283099023
3602,P04,-6.482355625742912
3603,P04,-6.473095470356014
3604,P04,-6.745603635340331
3605,P04,-7.332160273140232
3606,P04,-8.253545855918176
3607,P04,-9.566278380972008
3608,P04,-11.292996192104766
3609,P04,-13.410225433690158
3610,P04,-15.79857492669683
3611,P04,-18.197101776050772
3612,P04,-20.150089324476752
3613,P04,-21.259064629180116
3614,P04,-21.44983002988269
3615,P04,-20.925151384286963
3616,P04,-20.0153444059127
3617,P04,-18.974709949127174
3618,P04,-17.954485844249703
3619,P04,-17.036838984421422
3620,P04,-16.295062511167814
3621,P04,-15.75770073893375
3622,P04,-15.427774157646581
3623,P04,-15.324876034025777
3624,P04,-15.43538282353623
3625,P04,-15.71567146212979
3626,P04,-12.511713451474861
3627,P04,-6.0791350583839545
3628,P04,-0.6714461242299876
3629,P04,3.7049942237423465
3630,P04,7.05845705194578
3631,P04,9.347707295616217
3632,P04,10.542226218780343
3633,P04,10.594255475706689
3634,P04,9.451559328706153
3635,P04,8.424805670972901
3636,P04,-3.2159547869450194
3637,P04,-6.582052239228204
3638,P04,-10.127757957543011
3639,P04,-10.301875462173143
3640,P04,-10.616460938859177
3641,P04,-10.947884943881945
3642,P04,-11.129371804177453
3643,P04,-11.039363639105048
3644,P04,-10.65978138523218
3645,P04,-10.052102293534787
3646,P04,-9.318869073397295
3647,P04,-8.574225645513195
3648,P04,-7.923803947550141
3649,P04,-7.438517493441438
3650,P04,-7.133819863346304
3651,P04,-6.973795115353525
3652,P04,-6.884415555255316
3653,P04,-6.797584345608158
3654,P04,-6.686123622939164
3655,P04,-6.567197816367283
3656,P04,-6.450778861191395
3657,P04,-6.365068385297974
3658,P04,-6.322522235319042
3659,P04,-6.310308456299921
3660,P04,-6.312476587032123
3661,P04,-6.343859070548689
3662,P04,-6.426811704219745
3663,P04,-6.566027514472864
3664,P04,-6.781992293525903
3665,P04,-7.1463840666390155
3666,P04,-7.732807864450038
3667,P04,-8.531200946980789
3668,P04,-9.396268610960192
3669,P04,-10.159205629620445
3670,P04,-10.733744878900012
3671,P04,-11.093598553683549
3672,P04,-11.243797650104312
3673,P04,-11.217906722643377
3674,P04,-11.058360172506724
3675,P04,-10.805449206291314
3676,P04,-10.506758249000555
3677,P04,-10.194382091991699
3678,P04,-9.889433016867585
3679,P04,-9.586532778073689
3680,P04,-9.262629671334238
3681,P04,-8.894896245824668
3682,P04,-8.464506240724816
3683,P04,-7.971725167886632
3684,P04,-7.453585463185206
3685,P04,-6.982489207532865
3686,P04,-6.6498827798267115
3687,P04,-6.517413380919052
3688,P04,-6.598589956890464
3689,P04,-6.856938555652334
3690,P04,-7.242940881712727
3691,P04,-7.742149162942368
3692,P04,-8.37206913454176
3693,P04,-9.134820305227379
3694,P04,-9.930859690273877
3695,P04,-10.590242874868238
3696,P04,-10.96538421077716
3697,P04,-10.924635524903863
3698,P04,-10.43599921437044
3699,P04,-9.595862869292887
3700,P04,-8.568780079937312
3701,P04,-7.58457356624757
3702,P04,-6.872250657758144
3703,P04,-6.5940099872815665
3704,P04,-6.801376817167366
3705,P04,-7.4784105703299275
3706,P04,-8.584241821354368
3707,P04,-10.06989369511453
3708,P04,-11.894407502826198
3709,P04,-14.024692265677913
3710,P04,-16.37673505203844
3711,P04,-18.850435736090233
3712,P04,-21.198080692640445
3713,P04,-23.018308013759835
3714,P04,-24.00069197744523
3715,P04,-24.103356206253835
3716,P04,-23.45395682022577
3717,P04,-22.43404037101766
3718,P04,-21.322601225865412
3719,P04,-20.23010546261989
3720,P04,-19.19769695338813
3721,P04,-18.24264351263642
3722,P04,-17.399996567855055
3723,P04,-16.690394646270875
3724,P04,-16.112094906008423
3725,P04,-15.682067157625426
3726,P04,-15.414979907508453
3727,P04,-12.104008691805674
3728,P04,-5.275521174490791
3729,P04,0.43668848770876423
3730,P04,4.906691157397503
3731,P04,8.078633340451688
3732,P04,9.975659093457963
3733,P04,10.634241074864178
3734,P04,10.092177925421169
3735,P04,8.40867326508382
3736,P04,7.146817029530752
3737,P04,-1.6527066799382482
3738,P04,-4.183382840482523
3739,P04,-7.9400955310087795
3740,P04,-10.909680951037458
3741,P04,-11.566080118259563
3742,P04,-12.1731560434539
3743,P04,-12.53003523519024
3744,P04,-12.500360212984575
3745,P04,-12.049521973505449
3746,P04,-11.25494687973682
3747,P04,-10.249481288876197
3748,P04,-9.197327740502487
3749,P04,-8.234628401863603
3750,P04,-7.440508805517226
3751,P04,-6.836197687655414
3752,P04,-6.395406157443304
3753,P04,-6.060332193998363
3754,P04,-5.777670221095036
3755,P04,-5.512668400122479
3756,P04,-5.276285294156764
3757,P04,-5.08945426157409
3758,P04,-4.966300504909256
3759,P04,-4.887664033415177
3760,P04,-4.813301252843388
3761,P04,-4.724321813178719
3762,P04,-4.637736603828813
3763,P04,-4.609754792131568
3764,P04,-4.707476468509739
3765,P04,-4.937636897000189
3766,P04,-5.2747210204178
3767,P04,-5.7506733953867695
3768,P04,-6.424432423404383
3769,P04,-7.233084289578528
3770,P04,-7.9780427192032874
3771,P04,-8.467926450411355
3772,P04,-8.629943971136441
3773,P04,-8.48658228626617
3774,P04,-8.104070941232607
3775,P04,-7.565669371807914
3776,P04,-6.950685040164757
3777,P04,-6.330287908552947
3778,P04,-5.738868571799472
3779,P04,-5.188183001006351
3780,P04,-4.691453907920348
3781,P04,-4.276255268795296
3782,P04,-3.9797868863553276
3783,P04,-3.832779330059793
3784,P04,-3.8418412975327385
3785,P04,-3.9972819404739113
3786,P04,-4.266208363314533
3787,P04,-4.624400302831589
3788,P04,-5.072199093942942
3789,P04,-5.624076456283348
3790,P04,-6.263779019588952
3791,P04,-6.97314007508902
3792,P04,-7.756713450392169
3793,P04,-8.60829747945644
3794,P04,-9.485570580990128
3795,P04,-10.302791614486864
3796,P04,-10.934280039339484
3797,P04,-11.281894212063747
3798,P04,-11.258027882261956
3799,P04,-10.814172606797996
3800,P04,-9.995639943257672
3801,P04,-8.959895104510181
3802,P04,-7.903992969063921
3803,P04,-7.021152446783418
3804,P04,-6.454435688965049
3805,P04,-6.277998933480589
3806,P04,-6.486475751423782
3807,P04,-7.041682196603773
3808,P04,-7.886485610738617
3809,P04,-9.001901803536228
3810,P04,-10.422207441179907
3811,P04,-12.222816284834607
3812,P04,-14.425385624913943
3813,P04,-16.95215669066812
3814,P04,-19.560486933902254
3815,P04,-21.832978451993526
3816,P04,-23.268753441316093
3817,P04,-23.67065522940483
3818,P04,-23.105042420568267
3819,P04,-21.89105444445849
3820,P04,-20.428836883140633
3821,P04,-18.963485135116088
3822,P04,-17.625285972022027
3823,P04,-16.480341691762106
3824,P04,-15.572864135259977
3825,P04,-14.924786614888845
3826,P04,-14.516137233456888
3827,P04,-14.332219687204443
3828,P04,-14.337858009146544
3829,P04,-14.477327442365436
3830,P04,-14.67810833812213
3831,P04,-9.782090874799948
3832,P04,-3.9704792652728145
3833,P04,0.759235998153116
3834,P04,4.292038351359224
3835,P04,6.513706749282221
3836,P04,7.303086965349408
3837,P04,7.141457667449387
3838,P04,1.0608731619132925
3839,P04,-2.0132958669324807
3840,P04,-6.236444842862994
3841,P04,-8.8969580065867
3842,P04,-9.497243993906395
3843,P04,-10.07017128887884
3844,P04,-10.43353984419555
3845,P04,-10.489912696649284
3846,P04,-10.238476713200782
3847,P04,-9.734273187740357
3848,P04,-9.08036746384225
3849,P04,-8.398860278673908
3850,P04,-7.798928984487645
3851,P04,-7.324989577070866
3852,P04,-6.97724293050706
3853,P04,-6.72320187766195
3854,P04,-6.54416920921868
3855,P04,-6.437437163998794
3856,P04,-6.3659627755677235
3857,P04,-6.314894536958846
3858,P04,-6.294451641713408
3859,P04,-6.31718369832744
3860,P04,-6.386297368618315
3861,P04,-6.511793824085871
3862,P04,-6.696119613040366
3863,P04,-6.956125985049738
3864,P04,-7.290415771519321
3865,P04,-7.667267727974789
3866,P04,-8.062819901231506
3867,P04,-8.464052339801086
3868,P04,-8.879842665210617
3869,P04,-9.254373488405562
3870,P04,-9.486652894135545
3871,P04,-9.560279273795118
3872,P04,-9.52106852516485
3873,P04,-9.428621346968612
3874,P04,-9.322738680903825
3875,P04,-9.250382510363423
3876,P04,-9.226064143307084
3877,P04,-9.23641736284867
3878,P04,-9.270754232496841
3879,P04,-9.305745543539771
3880,P04,-9.306135019681392
3881,P04,-9.254325762085955
3882,P04,-9.141414168516548
3883,P04,-8.974376068929317
3884,P04,-8.757210243466133
3885,P04,-8.49689948408033
3886,P04,-8.204522856230426
3887,P04,-7.896176195259358
3888,P04,-7.5818198602985944
3889,P04,-7.255861681932785
3890,P04,-6.94122144751401
3891,P04,-6.706151188840522
3892,P04,-6.607815992817592
3893,P04,-6.67520006118319
3894,P04,-6.918237617080877
3895,P04,-7.298949982914749
3896,P04,-7.705986400986134
3897,P04,-8.016102886541375
3898,P04,-8.136922764250755
3899,P04,-8.023804458298272
3900,P04,-7.668915329892371
3901,P04,-7.118806848009484
3902,P04,-6.509979028636536
3903,P04,-6.013919063369002
3904,P04,-5.821767575302005
3905,P04,-6.083282320454515
3906,P04,-6.873968166618312
3907,P04,-8.164722073194142
3908,P04,-9.797629606376404
3909,P04,-11.625829998880135
3910,P04,-13.520075478448462
3911,P04,-15.438599678494654
3912,P04,-17.37138029684408
3913,P04,-19.381932616601745
3914,P04,-21.529364884797445
3915,P04,-23.68806968457409
3916,P04,-25.56249265524201
3917,P04,-26.8044509100164
3918,P04,-27.201991573499058
3919,P04,-26.704038326211048
3920,P04,-25.488385182241572
3921,P04,-23.893852007858328
3922,P04,-22.25626759190112
3923,P04,-20.767024435182535
3924,P04,-19.482058708951882
3925,P04,-18.357878856621866
3926,P04,-17.34445538929009
3927,P04,-16.408631964237827
3928,P04,-15.511348908438706
3929,P04,-14.640084122767789
3930,P04,-13.802271771878083
3931,P04,-13.01688962435881
3932,P04,-9.758399013342995
3933,P04,-5.254769629225663
3934,P04,-1.8487140006339189
3935,P04,0.39576705957188096
3936,P04,1.4035999975707654
3937,P04,1.0848538623140342
3938,P04,0.3760246884510252
3939,P04,-2.985762681382411
3940,P04,-5.735579519107162
3941,P04,-9.444172339375214
3942,P04,-10.175535704004801
3943,P04,-10.996225548128905
3944,P04,-11.736249455871473
3945,P04,-12.204949345997221
3946,P04,-12.280985634178649
3947,P04,-11.962051399352688
3948,P04,-11.338071432889024
3949,P04,-10.539505067460937
3950,P04,-9.706739289664128
3951,P04,-8.960045844504648
3952,P04,-8.370585959681634
3953,P04,-7.9425292066429165
3954,P04,-7.634889177562684
3955,P04,-7.392658941092876
3956,P04,-7.164254894547227
3957,P04,-6.926011909121911
3958,P04,-6.685619872777181
3959,P04,-6.480467689245728
3960,P04,-6.356522462089018
3961,P04,-6.311335977414046
3962,P04,-6.314875987279052
3963,P04,-6.344247965313798
3964,P04,-6.3869873030596125
3965,P04,-6.448809847160504
3966,P04,-6.545197954447858
3967,P04,-6.703193861752865
3968,P04,-7.001927594875866
3969,P04,-7.507819168170485
3970,P04,-8.246290626846033
3971,P04,-9.089874609550648
3972,P04,-9.855613632588813
3973,P04,-10.444439052412179
3974,P04,-10.826696402654989
3975,P04,-11.008857218926437
3976,P04,-11.022037272557824
3977,P04,-10.891662078666329
3978,P04,-10.625932156293686
3979,P04,-10.231714409466022
3980,P04,-9.715898638961662
3981,P04,-9.088217987982603
3982,P04,-8.374799517493145
3983,P04,-7.611313053057984
3984,P04,-6.835481977568293
3985,P04,-6.107313637863342
3986,P04,-5.4966622383646495
3987,P04,-5.058591539493008
3988,P04,-4.839258039711268
3989,P04,-4.850305970478075
3990,P04,-5.073480520302837
3991,P04,-5.473704854828526
3992,P04,-5.9992714461434815
3993,P04,-6.616491384209141
3994,P04,-7.348414481496491
3995,P04,-8.250113839937569
3996,P04,-9.274280500626986
3997,P04,-10.289118758145662
3998,P04,-11.10585324311188
3999,P04,-11.55680503354506
4000,P04,-11.505597185591014
4001,P04,-10.982491391482597
4002,P04,-10.107999422332455
4003,P04,-9.039508009995586
4004,P04,-7.990487647793572
4005,P04,-7.161646232618978
4006,P04,-6.728818158389515
4007,P04,-6.780638657613196
4008,P04,-7.2952785664962505
4009,P04,-8.20876734533006
4010,P04,-9.465570443898017
4011,P04,-11.072855630408526
4012,P04,-13.001868193247816
4013,P04,-15.186764246540179
4014,P04,-17.512188387374493
4015,P04,-19.76283352747042
4016,P04,-21.579822871094876
4017,P04,-22.582245324290426
4018,P04,-22.69216445992673
4019,P04,-22.04578510075001
4020,P04,-20.920979452320196
4021,P04,-19.628984247745393
4022,P04,-18.328444693868107
4023,P04,-17.127299872638503
4024,P04,-16.09404015498842
4025,P04,-15.297310895101049
4026,P04,-14.748101574798568
4027,P04,-14.452328831843985
4028,P04,-14.392238178110105
4029,P04,-14.542329529924771
4030,P04,-14.85030608582359
4031,P04,-14.66951663224961
4032,P04,-8.403304871346862
4033,P04,-3.187886771916496
4034,P04,0.8708374127984229
4035,P04,3.709717346460991
4036,P04,5.291392671378162
4037,P04,5.601209513653302
4038,P04,4.613132336668883
4039,P04,3.6103824395689657
4040,P05,-6.633840774773901
4041,P05,-10.019658619148501
4042,P05,-11.433617517182142
4043,P05,-13.02630627675741
4044,P05,-14.491866543132545
4045,P05,-15.549984407532705
4046,P05,-16.040236126013227
4047,P05,-15.917617613637347
4048,P05,-15.26044247702282
4049,P05,-14.303834770912644
4050,P05,-13.324884837240575
4051,P05,-12.55309360239444
4052,P05,-12.10504536544046
4053,P05,-11.989363113141408
4054,P05,-12.133683265721018
4055,P05,-12.422825854027224
4056,P05,-12.721231762297407
4057,P05,-12.90870092904072
4058,P05,-12.88864595787949
4059,P05,-12.601327210531906
4060,P05,-12.022956472772506
4061,P05,-11.192651833338445
4062,P05,-10.200113848239397
4063,P05,-9.179423787894066
4064,P05,-8.248681931533213
4065,P05,-7.484232361948102
4066,P05,-6.951257972102923
4067,P05,-6.66635836077991
4068,P05,-6.628729603179778
4069,P05,-6.829885958778746
4070,P05,-7.336492536270384
4071,P05,-8.17656331997135
4072,P05,-9.314416817789223
4073,P05,-10.507173395239747
4074,P05,-11.476036844483218
4075,P05,-12.155028730242634
4076,P05,-12.551299964941194
4077,P05,-12.722164658696869
4078,P05,-12.755066637194474
4079,P05,-12.719385022066703
4080,P05,-12.657847237723885
4081,P05,-12.57871310420471
4082,P05,-12.46501218934415
