,participants,variables
6886,P08,-16.938854497569338
6887,P08,-16.875805863739842
6888,P08,-16.602719901169337
6889,P08,-16.12564519208769
6890,P08,-15.496148203438267
6891,P08,-14.795789228210936
6892,P08,-14.140903454695064
6893,P08,-13.630524464237581
6894,P08,-13.331723694404943
6895,P08,-13.297421004594938
6896,P08,-13.538113698725724
6897,P08,-13.918726428678724
6898,P08,-14.283062077115261
6899,P08,-14.552997480298544
6900,P08,-14.689636021590175
6901,P08,-14.71947550862302
6902,P08,-14.74461211912292
6903,P08,-14.871273465554708
6904,P08,-15.078986400864622
6905,P08,-15.308575728483035
6906,P08,-15.505678676064235
6907,P08,-15.60507292849492
6908,P08,-15.571156861202297
6909,P08,-15.401390611198167
6910,P08,-15.125210809276638
6911,P08,-14.809604520005252
6912,P08,-14.483560324601939
6913,P08,-14.137880815311348
6914,P08,-13.72271949920409
6915,P08,-13.175878727255352
6916,P08,-12.494217750964964
6917,P08,-11.739325529630236
6918,P08,-11.027174265260328
6919,P08,-10.474086357852954
6920,P08,-10.149340461082886
6921,P08,-10.064754500944161
6922,P08,-10.17502700454871
6923,P08,-10.39168808207711
6924,P08,-10.671907859529995
6925,P08,-11.066046733165578
6926,P08,-11.646280738471674
6927,P08,-12.464720163318702
6928,P08,-13.549877949012526
6929,P08,-14.853959986874202
6930,P08,-16.20062348253093
6931,P08,-17.33981001110857
6932,P08,-18.08538980923629
6933,P08,-18.337346904565266
6934,P08,-18.11268146174018
6935,P08,-17.57562616369458
6936,P08,-16.92586333034876
6937,P08,-16.411773563755716
6938,P08,-16.242341291778402
6939,P08,-16.56645516581375
6940,P08,-17.452195035966554
6941,P08,-18.87805206826765
6942,P08,-20.773912128235338
6943,P08,-22.936528991076642
6944,P08,-24.949955249086415
6945,P08,-26.287338165138422
6946,P08,-26.59020358786779
6947,P08,-25.878220770751525
6948,P08,-24.47256048350468
6949,P08,-22.772702010686174
6950,P08,-21.056135571489605
6951,P08,-19.53698904958422
6952,P08,-18.343982553040902
6953,P08,-17.58297516959145
6954,P08,-17.331584287013456
6955,P08,-17.61767506644766
6956,P08,-18.376495395638102
6957,P08,-19.447712935929857
6958,P08,-20.64607313149135
6959,P08,-18.93400165670684
6960,P08,-11.828449373550313
6961,P08,-5.760113321566308
6962,P08,-0.984614804734008
6963,P08,2.35106456625752
6964,P08,4.139750561313747
6965,P08,4.345368886400223
6966,P08,2.9588769935048873
6967,P08,-0.010164219863199264
6968,P08,-2.259446848119154
6969,P08,-4.162670673074075
6970,P08,-8.963954263424029
6971,P08,-15.136135023901076
6972,P08,-20.378487251927012
6973,P08,-21.07026031592082
6974,P08,-21.85452575277435
6975,P08,-22.44348154197479
6976,P08,-22.654100341234937
6977,P08,-22.468797123422362
6978,P08,-21.974471260150054
6979,P08,-21.29146434064856
6980,P08,-20.564082005809027
6981,P08,-19.932048072394963
6982,P08,-19.486447733652767
6983,P08,-19.254297315921477
6984,P08,-19.205962101828547
6985,P08,-19.261310704639584
6986,P08,-19.31919211473894
6987,P08,-19.27854054748674
6988,P08,-19.069771758054074
6989,P08,-18.650618366427807
6990,P08,-18.014074656104768
6991,P08,-17.18427922716438
6992,P08,-16.220875507938956
6993,P08,-15.21896131460582
6994,P08,-14.270080699362822
6995,P08,-13.462611532474142
6996,P08,-12.898999427357154
6997,P08,-12.64360074421748
6998,P08,-12.65087676133075
6999,P08,-12.825910160396077
7000,P08,-13.14742880186617
7001,P08,-13.582400505755643
7002,P08,-14.166166497053482
7003,P08,-14.907182951308101
7004,P08,-15.71713494710481
7005,P08,-16.489421810253447
7006,P08,-17.168355375002335
7007,P08,-17.719624477737867
7008,P08,-18.108486851926855
7009,P08,-18.317151127143916
7010,P08,-18.3455653227321
7011,P08,-18.19587720047356
7012,P08,-17.866042487100884
7013,P08,-17.342433364539303
7014,P08,-16.616595572554104
7015,P08,-15.674678818403464
7016,P08,-14.520706458386599
7017,P08,-13.221785158153082
7018,P08,-11.924983584525933
7019,P08,-10.806451501978714
7020,P08,-10.025307145134931
7021,P08,-9.661552820249426
7022,P08,-9.703150197291947
7023,P08,-10.095615138526568
7024,P08,-10.76042504645703
7025,P08,-11.642060604527416
7026,P08,-12.707951164904571
7027,P08,-13.855028482117604
7028,P08,-14.954679376563945
7029,P08,-15.90426664881187
7030,P08,-16.752746728785723
7031,P08,-17.651038722154098
7032,P08,-18.524316813752804
7033,P08,-19.23676152648882
7034,P08,-19.620776096582745
7035,P08,-19.54512596349528
7036,P08,-19.067853536591116
7037,P08,-18.335751435020995
7038,P08,-17.60217783142612
7039,P08,-17.081473143735295
7040,P08,-16.94163104545825
7041,P08,-17.318590298659743
7042,P08,-18.26145035260157
7043,P08,-19.809955243913947
7044,P08,-21.926979729920674
7045,P08,-24.412270716180842
7046,P08,-26.75994411633043
7047,P08,-28.195024173242103
7048,P08,-28.35630299139845
7049,P08,-27.370622299890897
7050,P08,-25.691017610272795
7051,P08,-23.77949423630004
7052,P08,-21.94090385982595
7053,P08,-20.376835188444048
7054,P08,-19.237332016683098
7055,P08,-18.610031765549607
7056,P08,-18.51200898335351
7057,P08,-18.863031436036238
7058,P08,-19.51033471673651
7059,P08,-20.27787934761544
7060,P08,-21.038196324245703
7061,P08,-15.314431931278605
7062,P08,-9.287672112285293
7063,P08,-4.237577094337439
7064,P08,-0.3857275321753235
7065,P08,2.089906535111652
7066,P08,3.059900698027519
7067,P08,2.3947088101350715
7068,P08,0.026497282538713307
7069,P08,-1.9504349272460644
7070,P08,-3.9042137981568175
7071,P08,-8.405537414214521
7072,P08,-14.235682371216171
7073,P08,-20.894118589941
7074,P08,-21.62670023019932
7075,P08,-21.80456092607369
7076,P08,-21.556821925359813
7077,P08,-20.82281005469565
7078,P08,-19.702453851230104
7079,P08,-18.366704421397245
7080,P08,-16.993915791161285
7081,P08,-15.75692505107854
7082,P08,-14.813132459018405
7083,P08,-14.23539063143329
7084,P08,-14.02407439289999
7085,P08,-14.100642257824987
7086,P08,-14.333177840459598
7087,P08,-14.580627177709331
7088,P08,-14.72924838900012
7089,P08,-14.710325257904856
7090,P08,-14.505271029583895
7091,P08,-14.13379186763467
7092,P08,-13.623285055359204
7093,P08,-13.005172865522582
7094,P08,-12.321020515375324
7095,P08,-11.629333116121757
7096,P08,-10.979543200496408
7097,P08,-10.433833884392556
7098,P08,-10.00757733206126
7099,P08,-9.600772492179885
7100,P08,-9.168636486090307
7101,P08,-8.806014750591856
7102,P08,-8.655541568177199
7103,P08,-8.90968170905272
7104,P08,-9.596136387236825
7105,P08,-10.57037299120077
7106,P08,-11.638057229118402
7107,P08,-12.664361678419425
7108,P08,-13.549200412175296
7109,P08,-14.26126369189457
7110,P08,-14.810450792101221
7111,P08,-15.211822130086688
7112,P08,-15.470746226356198
7113,P08,-15.60227698634634
7114,P08,-15.589686479788753
7115,P08,-15.393942317937928
7116,P08,-15.010657860180572
7117,P08,-14.463250413002612
7118,P08,-13.81290110879911
7119,P08,-13.145198802110713
7120,P08,-12.523083436688168
7121,P08,-12.03612149066447
7122,P08,-11.757737571927166
7123,P08,-11.705314139089495
7124,P08,-11.850135165151102
7125,P08,-12.16216346667953
7126,P08,-12.59250303256718
7127,P08,-13.08676073448487
7128,P08,-13.606665461295492
7129,P08,-14.127426153539943
7130,P08,-14.707721650036007
7131,P08,-15.436865807851362
7132,P08,-16.24397940076541
7133,P08,-17.01144907583108
7134,P08,-17.61109864433334
7135,P08,-17.91095524735782
7136,P08,-17.879123736441528
7137,P08,-17.585344028877714
7138,P08,-17.152176537564998
7139,P08,-16.79840425354081
7140,P08,-16.675351602727574
7141,P08,-16.97555957477266
7142,P08,-17.83261834915112
7143,P08,-19.391260887671194
7144,P08,-21.618268176267193
7145,P08,-24.376799560246496
7146,P08,-27.28466578595915
7147,P08,-29.681291002206706
7148,P08,-30.93856022523815
7149,P08,-30.830113379477183
7150,P08,-29.644633314343764
7151,P08,-27.841110547553996
7152,P08,-25.845213111995974
7153,P08,-23.924100222445333
7154,P08,-22.259786446659035
7155,P08,-20.997953980519426
7156,P08,-20.224952965574843
7157,P08,-19.98897061150103
7158,P08,-20.267947759734767
7159,P08,-20.947590200142756
7160,P08,-21.851853426230136
7161,P08,-22.798336001531965
7162,P08,-17.044174334908234
7163,P08,-10.21292930864314
7164,P08,-4.485273672946192
7165,P08,-0.10001068037639982
7166,P08,2.812423208585031
7167,P08,4.2278895837574595
7168,P08,4.096404015343381
7169,P08,2.334264196959822
7170,P08,0.691480565887673
7171,P08,-2.611303996802448
7172,P08,-6.229692507779333
7173,P08,-11.316655818642204
7174,P08,-17.433665108375024
7175,P08,-21.78123933763689
7176,P08,-22.819578244055563
7177,P08,-23.510514539659667
7178,P08,-23.670406460875355
7179,P08,-23.273330092869344
7180,P08,-22.417289327408483
7181,P08,-21.25439003647827
7182,P08,-19.947350261892808
7183,P08,-18.672882318921893
7184,P08,-17.559275804073735
7185,P08,-16.674573412316505
7186,P08,-16.02415559862486
7187,P08,-15.55476530910093
7188,P08,-15.189428771206252
7189,P08,-14.872127819684295
7190,P08,-14.545711728309257
7191,P08,-14.175345279621695
7192,P08,-13.709738241376542
7193,P08,-13.121775929922876
7194,P08,-12.458787622126906
7195,P08,-11.813898144691194
7196,P08,-11.289137693443251
7197,P08,-10.973787408918213
7198,P08,-10.936393219600433
7199,P08,-11.1334486031068
7200,P08,-11.427113547393091
7201,P08,-11.731623090439228
7202,P08,-12.032355740344812
7203,P08,-12.410382184843641
7204,P08,-12.922428859518448
7205,P08,-13.552615461928426
7206,P08,-14.204437649427334
7207,P08,-14.775870890237371
7208,P08,-15.197368028043115
7209,P08,-15.436482492188844
7210,P08,-15.499829644658362
7211,P08,-15.419694337407279
7212,P08,-15.229699897042536
7213,P08,-14.945087792195594
7214,P08,-14.577520688040096
7215,P08,-14.108727937438516
7216,P08,-13.502768263076533
7217,P08,-12.760317416783806
7218,P08,-11.944585042570367
7219,P08,-11.142030051483488
7220,P08,-10.447291323227148
7221,P08,-9.931163617123985
7222,P08,-9.633401775703959
7223,P08,-9.589233473803631
7224,P08,-9.782110628441387
7225,P08,-10.142252375558826
7226,P08,-10.5949357258514
7227,P08,-11.137690381063237
7228,P08,-11.791914742118848
7229,P08,-12.603077853319164
7230,P08,-13.631456387559524
7231,P08,-14.885465072362393
7232,P08,-16.26647224302542
7233,P08,-17.4793429333008
7234,P08,-18.29055999093802
7235,P08,-18.604122238100132
7236,P08,-18.415375327337813
7237,P08,-17.84447209936465
7238,P08,-17.132798309442208
7239,P08,-16.556802288350553
7240,P08,-16.33324589872275
7241,P08,-16.541256724309534
7242,P08,-17.22957721979293
7243,P08,-18.40559458199081
7244,P08,-20.096434925897512
7245,P08,-22.294569654937362
7246,P08,-24.9408061645276
7247,P08,-27.731856381085322
7248,P08,-29.97944550476585
7249,P08,-31.018970579179353
7250,P08,-30.676574905635235
7251,P08,-29.280437874440324
7252,P08,-27.375867831537064
7253,P08,-25.400242503711723
7254,P08,-23.60188716307195
7255,P08,-22.169203331009612
7256,P08,-21.20287890604783
7257,P08,-20.75391276469665
7258,P08,-20.777130548250682
7259,P08,-21.132268655853096
7260,P08,-21.65687710616156
7261,P08,-22.20366040590764
7262,P08,-21.364999685400022
7263,P08,-14.270985639130899
7264,P08,-8.122489575239811
7265,P08,-3.1292704958877096
7266,P08,0.5182210305011665
7267,P08,2.7056724898239963
7268,P08,3.404869288816272
7269,P08,2.542035971004694
7270,P08,0.0337969386251018
7271,P08,-2.0087839136737955
7272,P09,-6.265517924561038
7273,P09,-10.314687332156112
7274,P09,-13.452191227075545
7275,P09,-14.845947547011164
7276,P09,-15.844440258351952
7277,P09,-16.175303611310838
7278,P09,-15.777552773262244
7279,P09,-14.78658368433959
7280,P09,-13.471268884249383
7281,P09,-12.11925824256366
7282,P09,-10.876953747665624
7283,P09,-9.819597177269088
7284,P09,-8.974829678392297
7285,P09,-8.345389080601294
7286,P09,-7.905931979348921
7287,P09,-7.596120655460368
7288,P09,-7.342816609359829
7289,P09,-7.085668142657482
7290,P09,-6.769679906781988
7291,P09,-6.330226813092139
7292,P09,-5.723339761160361
7293,P09,-4.929100113250826
7294,P09,-3.9804032695081446
7295,P09,-2.9845769653655765
7296,P09,-2.055952644734546
7297,P09,-1.340116516522258
7298,P09,-0.9449329745914241
7299,P09,-0.9907506602284855
7300,P09,-1.5778032802654565
7301,P09,-2.7050929280958513
7302,P09,-4.257425568238276
7303,P09,-6.045747483765865
7304,P09,-7.844717402297775
7305,P09,-9.342706538498433
7306,P09,-10.287591647969577
7307,P09,-10.60945340258742
7308,P09,-10.426908820271308
7309,P09,-9.929078001519386
7310,P09,-9.320389271796671
7311,P09,-8.778814934775085
7312,P09,-8.376480994684883
7313,P09,-8.104736355922029
7314,P09,-7.915482008492276
7315,P09,-7.7089667406718405
7316,P09,-7.3973754793439355
7317,P09,-6.9248192046473065
7318,P09,-6.237181496333122
7319,P09,-5.33093802806016
7320,P09,-4.252349702887585
7321,P09,-3.1065614966231863
7322,P09,-1.993941717741734
7323,P09,-0.9765177249940109
7324,P09,-0.038137137632375584
7325,P09,0.8282371884729969
7326,P09,1.5330310631270407
7327,P09,1.9219352663842955
7328,P09,1.7002570454177146
7329,P09,0.6794196251928781
7330,P09,-1.0809583852944655
7331,P09,-3.3410874726363033
7332,P09,-5.707541691836099
7333,P09,-7.774636755875463
7334,P09,-9.333816236675318
7335,P09,-10.249824420063021
7336,P09,-10.6084436551713
7337,P09,-10.654918995277825
7338,P09,-10.63248141487773
7339,P09,-10.83375628164012
7340,P09,-11.329373988258212
7341,P09,-12.106116321274953
7342,P09,-13.098818446285662
7343,P09,-14.14785047705017
7344,P09,-15.11207715224667
7345,P09,-15.918777942908989
7346,P09,-16.623568983757366
7347,P09,-17.36593451281098
7348,P09,-18.099612869051256
7349,P09,-18.589447895584385
7350,P09,-18.53566245382285
7351,P09,-17.986071079433557
7352,P09,-17.171472547280587
7353,P09,-16.31033385586059
7354,P09,-15.559101133229134
7355,P09,-14.939347102960312
7356,P09,-14.449994126090346
7357,P09,-14.042627719349653
7358,P09,-13.667757217221947
7359,P09,-13.243262679833236
7360,P09,-12.693752138777498
7361,P09,-12.030058814197403
7362,P09,-11.320617827987405
7363,P09,-10.69789020387259
7364,P09,-8.070720365918802
7365,P09,-3.7050434400927656
7366,P09,-0.42268425891407446
7367,P09,1.7936910597387765
7368,P09,2.9642956692717775
7369,P09,3.006146247101597
7370,P09,1.7786957130194025
7371,P09,-0.8155142048923949
7372,P09,-2.89202800340459
7373,P09,-1.1741053448465664
7374,P09,-5.948129726862419
7375,P09,-11.303194400921441
7376,P09,-12.238461623517026
7377,P09,-13.053070907505287
7378,P09,-13.464430338157342
7379,P09,-13.383062414317422
7380,P09,-12.81269274297091
7381,P09,-11.857634154277022
7382,P09,-10.67185111149574
7383,P09,-9.423814205538946
7384,P09,-8.296230757338549
7385,P09,-7.445759717684169
7386,P09,-6.906068309055286
7387,P09,-6.631658606954986
7388,P09,-6.566930078691058
7389,P09,-6.635553443012611
7390,P09,-6.765299727583582
7391,P09,-6.889129133924811
7392,P09,-6.930052851649506
7393,P09,-6.82692892316561
7394,P09,-6.554722990874154
7395,P09,-6.122965911464206
7396,P09,-5.553231074804302
7397,P09,-4.870430606210931
7398,P09,-4.1666551803739935
7399,P09,-3.587065817524845
7400,P09,-3.2831751144086496
7401,P09,-3.354840214570146
7402,P09,-3.7302023473127264
7403,P09,-4.3587724324628425
7404,P09,-5.140738757640534
7405,P09,-6.023163439594342
7406,P09,-6.9436824357506595
7407,P09,-7.738358655398756
7408,P09,-8.275450750188185
7409,P09,-8.53281718223485
7410,P09,-8.524730350172433
7411,P09,-8.260206462753956
7412,P09,-7.7471952218525075
7413,P09,-7.053642844144818
7414,P09,-6.273283151840062
7415,P09,-5.497350060794616
7416,P09,-4.807245960543412
7417,P09,-4.262758012055144
7418,P09,-3.8887273329140015
7419,P09,-3.711656605139808
7420,P09,-3.707889023772239
7421,P09,-3.8256851752500154
7422,P09,-4.0072343164913775
7423,P09,-4.2031416040135525
7424,P09,-4.357740101803927
7425,P09,-4.450155362810904
7426,P09,-4.513752589219919
7427,P09,-4.694737977503948
7428,P09,-5.164683102668263
7429,P09,-5.95201238614419
7430,P09,-7.022639447258925
7431,P09,-8.223262885908781
7432,P09,-9.285706829918368
7433,P09,-9.975011663801098
7434,P09,-10.137770696168332
7435,P09,-9.780041805946922
7436,P09,-9.125015361740651
7437,P09,-8.44129178512648
7438,P09,-8.02312734519947
7439,P09,-8.074718010087992
7440,P09,-8.658304300792778
7441,P09,-9.671517379356146
7442,P09,-10.934588233545043
7443,P09,-12.245112805156054
7444,P09,-13.474375403811877
7445,P09,-14.630099549952178
7446,P09,-15.780676800162269
7447,P09,-16.907631250286485
7448,P09,-17.82526397610698
7449,P09,-18.122369425320628
7450,P09,-17.51847159736768
7451,P09,-16.163295137729662
7452,P09,-14.52596912821322
7453,P09,-12.996315994946826
7454,P09,-11.899190329745323
7455,P09,-11.40495418538326
7456,P09,-11.52727743697352
7457,P09,-12.069058587082822
7458,P09,-12.646072574080392
7459,P09,-12.920438726978944
7460,P09,-12.740055456964612
7461,P09,-12.134421337318003
7462,P09,-11.251529380697121
7463,P09,-10.316223157896076
7464,P09,-7.444922849496962
7465,P09,-3.835769631576383
7466,P09,-1.1714766311473568
7467,P09,0.7185667050440827
7468,P09,1.9821126492575587
7469,P09,2.4897087864825664
7470,P09,2.13914445573117
7471,P09,2.1454346398293893
7472,P09,0.48699233453017143
7473,P09,-1.0130817629152347
7474,P09,-8.317710342791116
7475,P09,-11.44095283148846
7476,P09,-12.361569983514087
7477,P09,-13.129124695523558
7478,P09,-13.49950814589917
7479,P09,-13.346969919508396
7480,P09,-12.75782604327766
7481,P09,-11.954240843540362
7482,P09,-11.153459663233178
7483,P09,-10.484853730147577
7484,P09,-9.980941679165099
7485,P09,-9.659553465382857
7486,P09,-9.523321938725203
7487,P09,-9.585080606560268
7488,P09,-9.826206784149505
7489,P09,-10.181798650705915
7490,P09,-10.565267889225296
7491,P09,-10.88902770298975
7492,P09,-11.050034751729726
7493,P09,-10.980694478902493
7494,P09,-10.648958359505059
7495,P09,-10.055843344342335
7496,P09,-9.227773766019368
7497,P09,-8.221411069574984
7498,P09,-7.113331252407249
7499,P09,-6.022687352572234
7500,P09,-5.130514152308649
7501,P09,-4.638490535108673
7502,P09,-4.658916561882563
7503,P09,-5.134084570113828
7504,P09,-5.911865127255169
7505,P09,-6.81361066004105
7506,P09,-7.7399875852036075
7507,P09,-8.577287534103633
7508,P09,-9.149394395526144
7509,P09,-9.387713310926102
7510,P09,-9.343057245155919
7511,P09,-9.134949364140567
7512,P09,-8.876775663385388
7513,P09,-8.662234957322624
7514,P09,-8.535552014352078
7515,P09,-8.452157742850659
7516,P09,-8.333966981141202
7517,P09,-8.119460808343774
7518,P09,-7.7742156799950095
7519,P09,-7.287710266854361
7520,P09,-6.641156998416051
7521,P09,-5.870506579864383
7522,P09,-5.077323043075154
7523,P09,-4.390523750683769
7524,P09,-3.8882853231371115
7525,P09,-3.547298090189514
7526,P09,-3.2528094745097462
7527,P09,-2.9385722332571476
7528,P09,-2.6309800909292136
7529,P09,-2.4851433431779384
7530,P09,-2.7580751089986535
7531,P09,-3.54131983102846
7532,P09,-4.733364406528992
7533,P09,-6.085250661356952
7534,P09,-7.297045642564143
7535,P09,-8.210455402455182
7536,P09,-8.715740092450744
7537,P09,-8.761915347812817
7538,P09,-8.541712655051867
7539,P09,-8.28450166138208
7540,P09,-8.309877929867127
7541,P09,-8.849803449163687
7542,P09,-9.990376030361759
7543,P09,-11.605602321903845
7544,P09,-13.508101448193159
7545,P09,-15.464415617040828
7546,P09,-17.3307442664089
7547,P09,-19.057463236762075
7548,P09,-20.60064671542594
7549,P09,-21.847598627802498
7550,P09,-22.513972743936634
7551,P09,-22.193600722825323
7552,P09,-20.938552836241797
7553,P09,-19.104166648953196
7554,P09,-17.138023478899527
7555,P09,-15.350305523346222
7556,P09,-13.905055116791956
7557,P09,-12.887832602230674
7558,P09,-12.290877647507074
7559,P09,-11.994913681798351
7560,P09,-11.890097107816231
7561,P09,-11.868511677199407
7562,P09,-11.81268813783258
7563,P09,-11.676306416928384
7564,P09,-10.627634731169593
7565,P09,-4.553712614293957
7566,P09,0.14038458609331883
7567,P09,3.4050200298846107
7568,P09,5.280329902083892
7569,P09,6.008683935947445
7570,P09,5.778975458226014
7571,P09,4.714335769316563
7572,P09,2.8374675869450243
7573,P09,-0.009648025881546118
7574,P09,-2.135643289289902
7575,P09,0.576984693875076
7576,P09,-6.209687995502065
7577,P09,-10.75506512800493
7578,P09,-12.409541748343969
7579,P09,-13.646870879735417
7580,P09,-14.209826092351335
7581,P09,-14.06370467883336
7582,P09,-13.476069961597105
7583,P09,-12.769866809197694
7584,P09,-12.132070130457137
7585,P09,-11.643932301967723
7586,P09,-11.326301025138122
7587,P09,-11.145743001272564
7588,P09,-11.022569550236923
7589,P09,-10.904643785120129
7590,P09,-10.74038790237583
7591,P09,-10.506814369643038
7592,P09,-10.186743875838104
7593,P09,-9.764565811058617
7594,P09,-9.207902537944548
7595,P09,-8.485993041185466
7596,P09,-7.611247775585895
7597,P09,-6.5834026603882165
7598,P09,-5.454224391287028
7599,P09,-4.343776361043965
7600,P09,-3.4096734867750342
7601,P09,-2.7680085540223303
7602,P09,-2.4408511345364445
7603,P09,-2.3477894823948304
7604,P09,-2.3687270807490677
7605,P09,-2.4766801682519315
7606,P09,-2.7214225367232814
7607,P09,-3.050072338600529
7608,P09,-3.2732449483354458
7609,P09,-3.289666952013974
7610,P09,-3.143962645690948
7611,P09,-2.9277006177421754
7612,P09,-2.7573924735596336
7613,P09,-2.6854023103816047
7614,P09,-2.6827751546090184
7615,P09,-2.6703977870506463
7616,P09,-2.604906909077272
7617,P09,-2.4736394243184776
7618,P09,-2.2967889122498946
7619,P09,-2.1155457825993267
7620,P09,-1.943293369964664
7621,P09,-1.7490108632204624
7622,P09,-1.5282960001676997
7623,P09,-1.3431304806109665
7624,P09,-1.279336850848523
7625,P09,-1.3474488447177606
7626,P09,-1.4839825988159134
7627,P09,-1.614702715955957
7628,P09,-1.6430566820340573
7629,P09,-1.607144917089812
7630,P09,-1.692995478845063
7631,P09,-2.070484982301096
7632,P09,-2.9077744849633405
7633,P09,-4.320767054635397
7634,P09,-6.194952764430042
7635,P09,-8.314899111221479
7636,P09,-10.280322696073881
7637,P09,-11.684934343571513
7638,P09,-12.31429605948398
7639,P09,-12.193735867035798
7640,P09,-11.551942578755472
7641,P09,-10.794961520392292
7642,P09,-10.3771864844785
7643,P09,-10.633019871342384
7644,P09,-11.66168067155752
7645,P09,-13.293914151888913
7646,P09,-15.216515407854743
7647,P09,-17.125994137797164
7648,P09,-18.879605031595247
7649,P09,-20.446287789714162
7650,P09,-21.74513162800011
7651,P09,-22.548604135318044
7652,P09,-22.700532544308174
7653,P09,-22.28838502428104
7654,P09,-21.44844254444206
7655,P09,-20.424843069241376
7656,P09,-19.374737098138453
7657,P09,-18.376453862938234
7658,P09,-17.484636704836248
7659,P09,-16.74952344813063
7660,P09,-16.160050361386453
7661,P09,-15.62885162174409
7662,P09,-15.056835711772408
7663,P09,-14.47737295333124
7664,P09,-6.633845762941689
7665,P09,1.3900471163277928
7666,P09,7.880041907869781
7667,P09,11.81209697965997
7668,P09,10.358680703941616
7669,P09,8.908443471956431
7670,P09,7.507672945479854
7671,P09,6.234060763181233
7672,P09,5.172929860093518
7673,P09,4.454188018220478
7674,P09,4.224459320378472
7675,P09,3.12955686801277
7676,P09,-3.1456570296816153
7677,P09,-7.324955538201138
7678,P09,-10.415099272073348
7679,P09,-11.816102257981598
7680,P09,-12.756844150266105
7681,P09,-13.089320431015452
7682,P09,-12.847022112462398
7683,P09,-12.197434330317549
7684,P09,-11.340639836078822
7685,P09,-10.469767888436849
7686,P09,-9.71361300750526
7687,P09,-9.108928495186035
7688,P09,-8.657569800566975
7689,P09,-8.349798963039532
7690,P09,-8.183972907819992
7691,P09,-8.161286584970412
7692,P09,-8.227268200073752
7693,P09,-8.287846575417376
7694,P09,-8.238072596134629
7695,P09,-7.983992046904945
7696,P09,-7.519425359110812
7697,P09,-6.873598779553603
7698,P09,-6.1068806264618445
7699,P09,-5.298624095122193
7700,P09,-4.51081287273648
7701,P09,-3.799281682809834
7702,P09,-3.285069081673342
7703,P09,-3.080101543503943
7704,P09,-3.240342326589584
7705,P09,-3.7029266681715
7706,P09,-4.365322516077299
7707,P09,-5.132208738321751
7708,P09,-5.914927998877488
7709,P09,-6.617006799047118
7710,P09,-7.128393267269516
7711,P09,-7.405576580785123
7712,P09,-7.475165525958772
7713,P09,-7.396820131000098
7714,P09,-7.265581111877822
7715,P09,-7.1706998688011225
7716,P09,-7.168842153041254
7717,P09,-7.289199873086773
7718,P09,-7.513035683265954
7719,P09,-7.763330511392198
7720,P09,-7.93677430932658
7721,P09,-7.924974782236433
7722,P09,-7.660228897422272
7723,P09,-7.146865152270166
7724,P09,-6.43594276559125
7725,P09,-5.60341839315501
7726,P09,-4.709363899707455
7727,P09,-3.794681486501716
7728,P09,-2.87260633939394
7729,P09,-1.9477253455911807
7730,P09,-1.0390245113639622
7731,P09,-0.20603696217207812
7732,P09,0.42086325688366344
7733,P09,0.6630167850979376
7734,P09,0.27820968603745655
7735,P09,-0.9015690285810081
7736,P09,-2.8182939910907123
7737,P09,-5.150313218940482
7738,P09,-7.501299512608597
7739,P09,-9.482496774379712
7740,P09,-10.842988524384708
7741,P09,-11.395136545698477
7742,P09,-11.18128288530383
7743,P09,-10.42157506240224
7744,P09,-9.44779923311296
7745,P09,-8.6107277121979
7746,P09,-8.197721320090096
7747,P09,-8.409040514266081
7748,P09,-9.347988862118484
7749,P09,-10.948559416113696
7750,P09,-13.038334114097111
7751,P09,-15.374548393901819
7752,P09,-17.747460190783613
7753,P09,-19.928686180503135
7754,P09,-21.57415926938974
7755,P09,-22.425657270698196
7756,P09,-22.60070026009852
7757,P09,-22.321957787242013
7758,P09,-21.824704938078938
7759,P09,-21.28391741659881
7760,P09,-20.753643388731575
7761,P09,-20.176400488945248
7762,P09,-19.518771676536986
7763,P09,-18.781418962898044
7764,P09,-18.022065329290953
7765,P09,-17.301671928223413
7766,P09,-14.595988605278365
7767,P09,-6.536894855932886
7768,P09,0.23573795134255704
7769,P09,5.660316414122022
7770,P09,9.82462351218851
7771,P09,11.599913820500035
7772,P09,11.054858170276916
7773,P09,10.63285473517223
7774,P09,10.29860235012103
7775,P09,10.049768761878823
7776,P09,9.956822307591551
7777,P09,4.349074371128253
7778,P09,-0.9250285270466776
7779,P09,-8.031608882927827
7780,P09,-13.795322462821602
7781,P09,-15.025139708989684
7782,P09,-15.411830571907899
7783,P09,-14.87278403832228
7784,P09,-13.611487613908679
7785,P09,-12.009073773947108
7786,P09,-10.438709650865988
7787,P09,-9.145613174058951
7788,P09,-8.266181335314315
7789,P09,-7.833331166002139
7790,P09,-7.79197217320413
7791,P09,-8.02592839890977
7792,P09,-8.409313733480175
7793,P09,-8.826326240406047
7794,P09,-9.192115540812352
7795,P09,-9.415013674729707
7796,P09,-9.428616399525524
7797,P09,-9.180619234302952
7798,P09,-8.652351403350323
7799,P09,-7.877356734095784
7800,P09,-6.92400092942124
7801,P09,-5.883086688315615
7802,P09,-4.8582250574526284
7803,P09,-4.017688619765153
7804,P09,-3.5095067018801984
7805,P09,-3.3509023721431106
7806,P09,-3.5103875225485552
7807,P09,-3.88664095504852
7808,P09,-4.414864557289377
7809,P09,-5.077981338408961
7810,P09,-5.727516598830874
7811,P09,-6.211103333321319
7812,P09,-6.480788481354622
7813,P09,-6.607803254608697
7814,P09,-6.694993652353915
